Secuencial;Fecha de Análisis;Departamento;Municipio;Cultivo;Estado;Tiempo de establecimiento;Topografia;Drenaje;Riego;Fertilizantes aplicados;pH agua:suelo;Materia organica;Fósforo Bray II;Azufre Fosfato monocalcico;Acidez Intercambiable;Aluminio intercambiable;Calcio intercambiable;Magnesio intercambiable;Potasio intercambiable;Sodio intercambiable;capacidad de intercambio cationico;Conductividad electrica;Hierro disponible olsen;Cobre disponible;Manganeso disponible Olsen;Zinc disponible Olsen;Boro disponible;Hierro disponible doble acido;Cobre disponible doble acido;Manganeso disponible doble acido;Zinc disponible doble  acido
15.305;29/12/2015;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;6.16;8.206;15.93;30.49;ND;ND;2.206;1.801;0.421;0.377;4.806;0.687;69.12;1.181;2.766;3.286;0.244;ND;ND;ND;ND
15.306;29/12/2015;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;7.9;4.648;5.655;5.851;ND;ND;5.875;1.472;0.269;0.228;7.845;0.665;46.20;2.562;3.552;9.846;0.217;ND;ND;ND;ND
15.307;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.849;2.991;34.42;3.433;3.931;3.678;3.611;0.604;0.231;0.183;8.562;0.160;478.5;1.024;2.411;< 1.0;0.163;ND;ND;ND;ND
15.308;29/12/2015;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;NO;6.24;5.488;3.631;5.978;ND;ND;2.018;1.557;0.313;0.300;4.189;0.294;81.04;1.034;6.348;1.776;0.190;ND;ND;ND;ND
15.310;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.17;4.671;51.98;3.433;1.009;0.793;9.182;0.922;0.326;0.171;11.61;0.218;688.9;1.637;14.07;2.12;0.190;ND;ND;ND;ND
15.311;29/12/2015;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.69;3.164;15.16;3.688;ND;ND;12.48;2.041;0.231;0.186;14.94;0.215;206.3;2.314;17.09;4.506;0.163;ND;ND;ND;ND
15.312;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.610;4.424;34.58;5.469;5.488;4.843;5.464;1.072;0.345;0.196;12.56;0.239;550.8;1.116;3.056;2.052;0.190;ND;ND;ND;ND
15.368;29/12/2015;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;5.37;3.955;14.25;4.706;0.711;0.577;9.967;1.479;0.327;0.238;12.72;0.209;311.8;2.073;17.52;2.059;0.487;ND;ND;ND;ND
15.369;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.79;2.101;14.65;3.306;5.248;4.554;3.350;0.572;0.227;0.171;9.570;0.165;272.1;1.615;23.70;1.339;0.244;ND;ND;ND;ND
15.371;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;6.47;2.497;12.36;3.179;ND;ND;12.72;2.187;0.290;0.233;15.43;0.199;101.1;1.127;11.07;1.623;0.379;ND;ND;ND;ND
15.372;29/12/2015;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;6.06;7.563;13.30;4.451;ND;ND;21.31;1.854;0.593;0.262;24.02;0.333;114.6;1.19;5.187;1.073;0.406;ND;ND;ND;ND
15.373;29/12/2015;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;8.08;5.191;5.756;3.561;ND;ND;8.597;1.282;0.403;0.190;10.47;0.691;39.76;1.488;4.34;1.163;0.514;ND;ND;ND;ND
15.375;29/12/2015;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI (15-15-15);8.130;7.218;6.186;3.306;ND;ND;13.54;1.085;0.379;0.213;15.22;0.709;34.29;1.149;4.165;< 1.0;1.001;ND;ND;ND;ND
15.398;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.84;3.189;18.23;4.324;ND;ND;15.30;1.769;0.307;0.220;17.59;0.185;204.5;2.429;10.79;2.58;0.190;ND;ND;ND;ND
15.399;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.84;2.966;10.56;3.433;4.767;4.121;5.669;1.358;0.305;0.245;12.34;0.218;375.2;1.781;4.376;< 1.0;0.325;ND;ND;ND;ND
15.401;29/12/2015;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;7.76;5.340;79.04;8.396;ND;ND;10.70;1.755;0.435;0.311;13.20;0.795;44.49;2.189;4.358;5.661;0.298;ND;ND;ND;ND
15.403;29/12/2015;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;7.93;5.388;5.354;6.233;ND;ND;9.275;1.509;0.743;0.150;11.67;0.863;30.05;9.021;3.418;3.702;0.704;ND;ND;ND;ND
15.404;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;5.59;5.389;37.43;4.324;ND;ND;12.60;0.576;0.147;0.215;13.53;0.263;528.0;2.008;7.381;5.161;0.190;ND;ND;ND;ND
15.405;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;4.99;4.227;24.23;3.306;1.105;0.834;8.690;0.879;0.202;0.162;11.04;0.221;507.1;1.689;9.101;3.03;0.163;ND;ND;ND;ND
15.406;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;5.2;4.103;43.70;4.197;0.624;0.391;7.167;1.324;0.252;0.204;9.573;0.303;240.3;1.763;9.535;15.09;0.271;ND;ND;ND;ND
15.407;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;5.31;4.400;7.780;4.324;0.394;0.216;2.239;0.551;0.247;0.201;3.634;0.249;304.0;1.157;8.385;2.509;0.163;ND;ND;ND;ND
15.408;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.57;7.070;12.66;6.869;5.065;4.430;15.49;0.671;0.218;0.195;21.64;0.288;355.6;1.314;7.678;2.540;0.190;ND;ND;ND;ND
15.410;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;4.639;5.735;5.440;3.561;3.489;0.989;2.513;0.744;0.167;0.160;7.075;0.272;466.7;1.196;16.31;1.356;0.190;ND;ND;ND;ND
15.411;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;4.62;4.202;8.254;3.306;5.796;5.121;3.274;0.403;0.197;0.186;9.858;0.205;457.1;1.827;15.41;1.593;0.190;ND;ND;ND;ND
15.412;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.38;5.858;30.33;11.57;5.209;4.740;1.832;0.454;0.259;0.190;7.947;0.366;570.9;2.168;12.37;2.576;0.271;ND;ND;ND;ND
15.413;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;5.23;5.438;105.1;4.833;0.230;0.164;11.95;1.680;0.380;0.140;14.38;0.471;159.8;2.094;3.71;8.853;0.244;ND;ND;ND;ND
15.414;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;4.83;7.020;15.06;4.451;1.980;1.586;10.09;1.973;0.222;0.242;14.51;0.426;494.5;4.012;12.88;6.067;0.325;ND;ND;ND;ND
15.415;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.230;6.575;17.78;9.160;6.940;5.997;1.640;0.426;0.235;0.187;9.430;0.340;725.6;2.273;14.30;2.605;0.244;ND;ND;ND;ND
15.416;29/12/2015;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;NO;7.87;11.86;10.23;20.35;ND;ND;11.35;2.092;0.264;0.165;13.87;0.997;41.62;1.461;3.392;3.21;0.460;ND;ND;ND;ND
15.417;29/12/2015;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;7.42;6.476;32.93;3.815;ND;ND;7.964;1.097;0.206;0.240;9.509;0.717;35.84;< 1.0;2.884;< 1.0;0.190;ND;ND;ND;ND
15.419;29/12/2015;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.66;5.636;13.65;4.197;2.489;0;1.446;0.362;0.182;0.177;4.658;0.256;357.3;< 1.0;1.853;< 1.0;0.514;ND;ND;ND;ND
15.420;29/12/2015;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.769;3.857;35.13;5.469;3.075;2.844;2.613;0.799;0.558;0.218;7.266;0.214;325.1;1.054;4.868;< 1.0;0.217;ND;ND;ND;ND
15.421;29/12/2015;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;5.2;6.674;10.45;3.433;0.451;0.267;9.474;1.002;0.203;0.177;11.30;0.287;388.9;1.686;21.72;5.061;0.244;ND;ND;ND;ND
15.425;29/12/2015;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;6.97;7.885;36.48;5.978;ND;ND;2.650;1.514;0.576;0.263;5.006;0.324;34.90;1.734;4.137;3.024;0.460;ND;ND;ND;ND
15.426;29/12/2015;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;7.96;6.303;50.00;4.070;ND;ND;19.63;1.739;0.574;0.167;22.12;0.695;29.30;< 1.0;2.931;< 1.0;0.569;ND;ND;ND;ND
15.430;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.15;2.719;6.502;3.433;2.864;2.431;6.667;1.827;0.257;0.269;11.88;0.183;240.5;2.091;28.86;2.025;0.217;ND;ND;ND;ND
15.431;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.88;2.917;26.44;3.306;5.719;5.255;2.760;0.431;0.290;0.144;9.345;0.165;417.8;1.130;3.622;< 1.0;0.244;ND;ND;ND;ND
15.434;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.49;4.004;8.354;3.688;0;0;11.13;1.895;0.290;0.265;13.58;0.233;399.2;2.652;24.75;5.708;0.298;ND;ND;ND;ND
15.443;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5;5.710;25.81;12.34;1.653;1.277;4.428;0.908;0.996;0.332;8.318;0.399;747.9;2.12;32.36;2.347;0.163;ND;ND;ND;ND
15.446;29/12/2015;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;6.3;7.070;10.47;4.960;ND;ND;21.51;1.147;0.331;0.231;23.22;0.447;139.2;2.133;4.067;6.653;0.325;ND;ND;ND;ND
15.448;29/12/2015;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.4;3.114;6.761;6.233;0.961;0.721;9.770;2.224;0.323;0.178;13.45;0.187;343.1;1.887;19.18;1.617;0.163;ND;ND;ND;ND
15.449;23/12/2015;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;SI;5.24;8.455;3.805;6.413;2.701;2.081;8.477;2.000;0.637;0.282;14.09;0.164;392.4;1.312;1.864;< 1.0;0.252;ND;ND;ND;ND
15.450;23/12/2015;SANTANDER;SAN BENITO;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;6.22;6.373;15.45;4.856;ND;ND;21.69;1.426;0.293;0.789;24.20;0.231;57.15;2.125;3.420;17.24;0.428;ND;ND;ND;ND
15.768;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;7.65;7.734;29.47;13.01;ND;ND;15.18;1.557;0.242;0.249;17.23;0.975;16.07;1.124;< 1.0;2.72;0.601;ND;ND;ND;ND
15.770;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;4.95;13.10;8.766;9.377;2.173;1.886;2.254;1.402;0.695;0.212;6.738;1.663;93.65;1.313;4.804;4.266;0.357;ND;ND;ND;ND
15.776;18/12/2015;CUNDINAMARCA;VERGARA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Regular drenaje;No indica;No indica;4.7;3.970;15.99;6.218;4.418;3.219;0.751;0.312;0.233;0.208;5.924;0.197;370.8;2.610;< 1.0;1.55;0.430;ND;ND;ND;ND
15.778;18/12/2015;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Plano;Regular drenaje;No Tiene;Ninguno;6.29;2.628;96.47;7.955;ND;ND;11.61;2.497;0.238;0.202;14.54;0.402;25.16;2.555;1.367;12.25;0.528;ND;ND;ND;ND
15.781;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.12;2.154;9.685;6.060;ND;ND;12.46;0.574;<0.09;0.315;13.40;0.532;5.430;1.390;< 1.0;2.032;0.406;ND;ND;ND;ND
15.783;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.8;5.444;16.25;27.14;ND;ND;14.93;0.647;0.124;0.273;15.98;1.242;26.14;3.037;< 1.0;2.625;0.503;ND;ND;ND;ND
15.784;18/12/2015;CUNDINAMARCA;VERGARA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No indica;No indica;4.480;2.680;6.974;3.216;4.037;3.495;1.005;0.277;0.100;0.220;5.641;0.301;356.5;1.855;1.214;2.685;0.309;ND;ND;ND;ND
15.785;18/12/2015;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No indica;Ninguno;5.37;3.365;19.12;4.164;0.875;0.369;8.785;2.203;0.212;0.266;12.34;0.305;294.3;3.822;2.033;24.13;0.503;ND;ND;ND;ND
15.786;18/12/2015;CUNDINAMARCA;VERGARA;Caña Panelera;Establecido;Mas de 10 años;Plano;Regular drenaje;No Tiene;No indica;5.94;16.57;1.583;5.586;ND;ND;1.781;1.213;0.221;0.163;3.379;0.181;59.70;1.381;2.316;< 1.0;0.211;ND;ND;ND;ND
15.788;18/12/2015;CUNDINAMARCA;VERGARA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;No indica;No indica;No indica;5.62;2.443;2.863;5.112;ND;ND;2.322;1.163;0.098;0.155;3.739;0.267;87.90;1.373;6.028;< 1.0;0.236;ND;ND;ND;ND
15.797;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.76;2.470;17.92;7.008;ND;ND;3.866;2.309;0.240;0.233;6.649;0.289;322.8;7.789;5.659;19.19;0.309;ND;ND;ND;ND
15.798;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.04;1.970;0.724;4.796;6.622;5.792;1.017;0.166;<0.09;0.287;8.170;0.128;257.2;1.774;< 1.0;2.519;0.357;ND;ND;ND;ND
15.799;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.31;2.549;0.589;5.270;0.957;0.686;2.529;1.080;0.105;0.311;4.985;0.182;98.58;2.334;6.497;4.628;0.163;ND;ND;ND;ND
15.800;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.66;5.049;8.556;6.218;ND;ND;12.62;0.916;0.148;0.218;13.91;0.682;13.31;1.992;< 1.0;11.79;0.357;ND;ND;ND;ND
15.801;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.99;2.206;6.402;5.586;ND;ND;8.027;0.304;<0.09;0.174;8.568;0.256;92.16;4.623;1.711;10.07;0.138;ND;ND;ND;ND
15.802;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.92;8.129;20.86;25.17;ND;ND;17.43;2.724;0.204;0.281;20.64;1.223;24.99;1.787;2.260;2.596;0.430;ND;ND;ND;ND
15.803;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;4.79;5.181;1.462;3.532;4.737;3.864;1.919;1.201;0.171;0.241;8.272;0.232;2851.;3.136;2.303;4.24;0.357;ND;ND;ND;ND
15.804;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.07;9.498;1.914;8.271;2.039;1.630;0.410;0.221;0.146;0.275;3.093;0.220;96.06;1.250;1.046;2.572;0.236;ND;ND;ND;ND
15.805;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.04;6.918;7.742;4.954;3.563;2.973;3.268;2.053;0.582;0.230;9.698;0.384;339.2;2.242;4.464;7.95;0.333;ND;ND;ND;ND
15.806;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.56;4.628;3.736;4.796;ND;ND;8.891;2.570;0.231;0.336;12.03;0.332;322.2;6.482;2.976;38.12;0.187;ND;ND;ND;ND
15.807;18/12/2015;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No indica;No indica;7.96;4.887;7.035;4.954;ND;ND;18.16;1.601;0.202;0.279;20.24;0.956;13.93;1.42;< 1.0;2.823;0.455;ND;ND;ND;ND
15.808;18/12/2015;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.08;7.366;32.08;8.587;0.803;0.522;4.224;2.210;0.723;0.293;8.255;0.916;662.2;7.288;5.789;21.36;0.187;ND;ND;ND;ND
16.500;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 0 a 1 año;Pendiente;Regular drenaje;No Tiene;NO;5.099;2.884;9.437;6.109;0.695;0.377;3.509;1.003;0.201;0.165;5.576;0.246;390.0;2.791;7.836;3.159;0.997;ND;ND;ND;ND
16.501;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;SUPER CAFÉ;5.25;9.272;10.32;7.749;0.990;0.704;2.334;0.287;0.199;0.116;3.929;0.214;77.53;< 1.0;1.02;3.155;0.128;ND;ND;ND;ND
16.503;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Regular drenaje;No Tiene;Ninguno;4.849;12.40;7.903;9.262;2.067;1.664;1.493;0.353;0.233;0.169;4.318;0.379;250.5;< 1.0;3.522;1.147;0.128;ND;ND;ND;ND
16.510;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;Mas de 10 años;Plano;Buen drenaje;No Tiene;NO;5.63;6.456;113.2;5.226;ND;ND;6.974;1.246;0.280;0.124;8.625;0.272;800.5;9.355;4.525;58.15;0.201;ND;ND;ND;ND
16.525;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;TRIPLE 15;5.27;21.27;6.180;6.866;1.181;0.847;6.433;1.936;0.331;0.157;10.04;0.592;312.3;< 1.0;5.057;9.102;0.128;ND;ND;ND;ND
16.531;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No indica;No indica;4.74;1.999;10.02;6.992;3.258;2.829;1.506;0.422;0.194;0.126;5.509;0.175;450.3;1.375;< 1.0;1.462;0.128;ND;ND;ND;ND
16.533;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;TRIPLE 15;5.099;8.980;3.272;3.082;1.419;1.154;0.336;0.108;0.146;0.144;2.155;0.146;190.0;< 1.0;1.034;6.256;0.128;ND;ND;ND;ND
16.535;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 5 a 10 años;Plano;Buen drenaje;No indica;No indica;4.809;4.580;10.95;5.478;3.030;2.665;2.090;0.569;0.183;0.141;6.015;0.190;584.5;3.093;5.117;4.426;0.225;ND;ND;ND;ND
16.536;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;NO;5.54;14.86;4.189;4.848;ND;ND;4.998;1.192;0.196;0.230;6.617;0.263;107.7;1.871;3.105;3.46;0.128;ND;ND;ND;ND
16.537;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;TRIPLE 15;5.18;19.10;1.770;5.100;0.876;0.582;1.263;0.417;0.093;0.152;2.802;0.319;106.5;< 1.0;1.784;2.144;0.152;ND;ND;ND;ND
16.539;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No Tiene;NO;4.95;9.603;15.80;6.361;1.381;1.082;2.442;0.604;0.254;0.167;4.850;0.280;419.4;6.211;7.420;5.009;0.152;ND;ND;ND;ND
16.540;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No Tiene;NO;4.42;5.244;20.45;12.91;3.144;2.379;1.241;0.398;0.346;0.141;5.272;0.531;399.9;2.091;4.496;8.735;0.176;ND;ND;ND;ND
16.541;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;NO;6.53;4.686;75.93;8.001;ND;ND;12.36;2.253;0.607;0.139;15.36;0.364;91.86;< 1.0;2.624;10.34;0.466;ND;ND;ND;ND
16.542;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.66;4.047;28.37;7.244;ND;ND;14.86;1.127;0.148;0.164;16.30;0.213;727.1;4.016;2.466;38.12;0.901;ND;ND;ND;ND
16.544;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;NO;4.76;11.07;7.603;6.361;2.706;2.471;2.044;0.635;0.234;0.171;5.791;0.413;547.4;2.227;6.532;5.011;0.152;ND;ND;ND;ND
16.545;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Regular drenaje;No Tiene;NO;5.57;3.523;52.71;5.983;ND;ND;6.592;1.616;0.298;0.170;8.677;0.424;465.3;11.17;11.14;6.158;0.128;ND;ND;ND;ND
16.546;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Regular drenaje;No Tiene;TRIPLE 15;4.62;4.826;7.919;7.875;2.791;2.349;5.882;1.247;0.351;0.161;10.43;0.468;1126.;5.389;6.57;25.03;0.128;ND;ND;ND;ND
16.547;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;NO;5.34;5.670;1.960;3.335;0.781;0.592;4.714;1.544;0.142;0.137;7.319;0.166;278.1;2.084;12.82;1.029;0.152;ND;ND;ND;ND
16.603;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No Tiene;10,30,10;5.28;11.07;10.14;6.740;0.876;0.500;6.697;0.916;0.231;0.205;8.926;0.376;161.5;3.093;4.060;6.585;0.152;ND;ND;ND;ND
16.657;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Regular drenaje;No Tiene;NO;5.29;9.505;17.29;6.740;0.485;0.204;9.614;1.931;0.155;0.235;12.42;0.379;249.5;1.093;4.806;6.121;0.152;ND;ND;ND;ND
16.658;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Buen drenaje;No Tiene;NO;4.84;9.275;14.82;5.100;2.515;2.002;17.44;2.685;1.518;0.168;24.32;0.221;351.4;5.762;2.194;7.184;0.369;ND;ND;ND;ND
16.659;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 5 a 10 años;Plano;Buen drenaje;No Tiene;NO;6.28;11.43;88.59;12.28;ND;ND;1.631;0.389;0.282;0.157;2.461;1.336;68.35;3.222;1.116;10.51;0.394;ND;ND;ND;ND
16.667;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 5 a 10 años;Plano;Buen drenaje;No Tiene;NO;4.730;4.555;7.888;6.109;3.153;2.635;0.302;0.035;0.130;0.158;3.779;0.146;379.0;< 1.0;1.133;1.589;0.152;ND;ND;ND;ND
16.669;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Buen drenaje;No Tiene;No indica;4.519;2.908;13.05;11.15;3.515;2.921;2.428;0.657;0.438;0.180;7.221;0.366;635.8;2.810;3.632;5.253;0.394;ND;ND;ND;ND
16.671;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Buen drenaje;No indica;No indica;5.36;3.695;32.70;5.100;0.933;0.643;4.728;1.037;0.100;0.143;6.944;0.248;323.0;2.441;2.629;8.469;0.152;ND;ND;ND;ND
16.672;18/11/2015;CUNDINAMARCA;LA PALMA;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No Tiene;NO;5.3;6.555;4.410;5.226;1.572;1.113;3.053;0.628;0.167;0.152;5.573;0.193;65.80;2.024;1.894;1.102;0.128;ND;ND;ND;ND
